,Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
1610,HBP,"Huttig Building Products, Inc.",1.66,$44.65M,,Consumer Services,RETAIL: Building Materials,https://old.nasdaq.com/symbol/hbp
1611,HVBC,"HV Bancorp, Inc.",11.13,$24.94M,2017.0,Finance,Major Banks,https://old.nasdaq.com/symbol/hvbc
1612,HYMC,Hycroft Mining Holding Corporation,9.89,$496.48M,2018.0,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/hymc
1613,HYMCW,Hycroft Mining Holding Corporation,0.92,,2018.0,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/hymcw
1614,HYRE,HyreCar Inc.,2.72,$47.74M,2018.0,Consumer Services,Rental/Leasing Companies,https://old.nasdaq.com/symbol/hyre
1615,IIIV,"i3 Verticals, Inc.",30.91,$848.5M,2018.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/iiiv
1616,IAC,IAC/InterActiveCorp,284.73,$24.19B,,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/iac
1617,IBKC,IBERIABANK Corporation,52.35,$2.76B,,Finance,Major Banks,https://old.nasdaq.com/symbol/ibkc
1618,IBKCN,IBERIABANK Corporation,24.1,,,Finance,Major Banks,https://old.nasdaq.com/symbol/ibkcn
1619,IBKCO,IBERIABANK Corporation,25.6198,,,Finance,Major Banks,https://old.nasdaq.com/symbol/ibkco
1620,IBKCP,IBERIABANK Corporation,25.4,,,Finance,Major Banks,https://old.nasdaq.com/symbol/ibkcp
1621,IBEX,IBEX Limited,,,,,,https://old.nasdaq.com/symbol/ibex
1622,ICAD,icad inc.,12.1,$276.53M,,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/icad
1623,IEP,Icahn Enterprises L.P.,51.46,$11.03B,,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/iep
1624,ICCH,"ICC Holdings, Inc.",11.99,$39.61M,2017.0,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/icch
1625,ICFI,"ICF International, Inc.",71.12,$1.34B,2006.0,Consumer Services,Professional Services,https://old.nasdaq.com/symbol/icfi
1626,ICHR,Ichor Holdings,26.49,$604.2M,2016.0,Technology,Semiconductors,https://old.nasdaq.com/symbol/ichr
1627,ICLK,iClick Interactive Asia Group Limited,5.7,$420.43M,2017.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/iclk
1628,ICLR,ICON plc,162.62,$8.54B,1998.0,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://old.nasdaq.com/symbol/iclr
1629,ICON,"Iconix Brand Group, Inc.",0.96,$11.38M,,Consumer Non-Durables,Shoe Manufacturing,https://old.nasdaq.com/symbol/icon
1630,ICUI,"ICU Medical, Inc.",199.89,$4.16B,1992.0,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/icui
1631,IPWR,Ideal Power Inc.,2.47,$5.25M,2013.0,Energy,Industrial Machinery/Components,https://old.nasdaq.com/symbol/ipwr
1632,IDEX,"Ideanomics, Inc.",0.4701,$78.93M,,Consumer Services,Television Services,https://old.nasdaq.com/symbol/idex
1633,IDYA,"IDEAYA Biosciences, Inc.",8.04,$164.01M,2019.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/idya
1634,INVE,"Identiv, Inc.",5.01,$88.55M,,Technology,Computer peripheral equipment,https://old.nasdaq.com/symbol/inve
1635,IDRA,"Idera Pharmaceuticals, Inc.",1.95,$65.86M,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/idra
1636,IDXX,"IDEXX Laboratories, Inc.",311.71,$26.47B,1991.0,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://old.nasdaq.com/symbol/idxx
1637,IEC,IEC Electronics Corp.,9.1,$95.36M,,Technology,Electrical Products,https://old.nasdaq.com/symbol/iec
1638,IESC,"IES Holdings, Inc.",23.95,$504.72M,,Capital Goods,Engineering & Construction,https://old.nasdaq.com/symbol/iesc
1639,IROQ,"IF Bancorp, Inc.",16.5,$53.47M,2011.0,Finance,Savings Institutions,https://old.nasdaq.com/symbol/iroq
1640,IFMK,iFresh Inc.,1.02,$24.49M,,Consumer Services,Food Chains,https://old.nasdaq.com/symbol/ifmk
1641,IGMS,"IGM Biosciences, Inc.",59.82,$1.83B,2019.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/igms
1642,IHRT,"iHeartMedia, Inc.",10.61,$708.83M,,Consumer Services,Broadcasting,https://old.nasdaq.com/symbol/ihrt
1643,INFO,IHS Markit Ltd.,73.56,$29.34B,1996.0,Technology,"Computer Software: Programming, Data Processing",https://old.nasdaq.com/symbol/info
1644,IIVI,II-VI Incorporated,50.5,$4.61B,1987.0,Capital Goods,Electronic Components,https://old.nasdaq.com/symbol/iivi
1645,IKNX,Ikonics Corporation,3.44,$6.8M,,Miscellaneous,Industrial Machinery/Components,https://old.nasdaq.com/symbol/iknx
1646,ILMN,"Illumina, Inc.",354.11,$52.05B,2000.0,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://old.nasdaq.com/symbol/ilmn
1647,IMAB,I-MAB,23.0,$1.33B,2020.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/imab
1648,IMAC,"IMAC Holdings, Inc.",1.7002,$17.02M,2019.0,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/imac
1649,IMACW,"IMAC Holdings, Inc.",0.3598,,2019.0,Health Care,Medical Specialities,https://old.nasdaq.com/symbol/imacw
1650,ISNS,"Image Sensing Systems, Inc.",4.01,$21.38M,1995.0,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/isns
1651,IMRA,IMARA Inc.,47.12,$814.26M,2020.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/imra
1652,IMBI,"iMedia Brands, Inc.",3.65,$33.64M,,Consumer Services,Catalog/Specialty Distribution,https://old.nasdaq.com/symbol/imbi
1653,IMMR,Immersion Corporation,7.18,$196.02M,1999.0,Technology,Computer peripheral equipment,https://old.nasdaq.com/symbol/immr
1654,ICCC,ImmuCell Corporation,4.37,$31.52M,1987.0,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://old.nasdaq.com/symbol/iccc
1655,IMUX,"Immunic, Inc. ",13.02,$166.57M,2014.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/imux
1656,IMGN,"ImmunoGen, Inc.",4.55,$793.55M,1989.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/imgn
1657,IMMU,"Immunomedics, Inc.",30.685,$7.09B,,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://old.nasdaq.com/symbol/immu
1658,IMVT,"Immunovant, Inc. ",25.01,$1.86B,2019.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/imvt
1659,IMVTU,"Immunovant, Inc. ",30.276999999999997,,2019.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/imvtu
1660,IMVTW,"Immunovant, Inc. ",6.66,$375.99M,2019.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/imvtw
1661,IMRN,Immuron Limited,2.08,$9.22M,2017.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/imrn
1662,IMRNW,Immuron Limited,0.3316,,2017.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/imrnw
1663,IMMP,Immutep Limited,1.08,$41.99M,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/immp
1664,PI,"Impinj, Inc.",28.95,$656.5M,2016.0,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/pi
1665,IMV,IMV Inc.,2.91,$178.17M,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/imv
1666,NARI,"Inari Medical, Inc.",50.15,$2.35B,2020.0,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/nari
1667,INCY,Incyte Corporation,93.51,$20.33B,,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://old.nasdaq.com/symbol/incy
1668,INDB,Independent Bank Corp.,77.15,$2.54B,,Finance,Major Banks,https://old.nasdaq.com/symbol/indb
1669,IBCP,Independent Bank Corporation,16.37,$358.35M,,Finance,Major Banks,https://old.nasdaq.com/symbol/ibcp
1670,IBTX,"Independent Bank Group, Inc",42.88,$1.85B,2013.0,Finance,Major Banks,https://old.nasdaq.com/symbol/ibtx
1671,ILPT,Industrial Logistics Properties Trust,20.52,$1.34B,2018.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/ilpt
1672,INFN,Infinera Corporation,5.28,$986.82M,2007.0,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/infn
1673,INFI,"Infinity Pharmaceuticals, Inc.",0.9,$51.69M,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/infi
1674,IFRX,InflaRx N.V.,7.49,$195.53M,2017.0,,,https://old.nasdaq.com/symbol/ifrx
1675,III,"Information Services Group, Inc.",2.12,$100.94M,,Consumer Services,Professional Services,https://old.nasdaq.com/symbol/iii
1676,IEA,"Infrastructure and Energy Alternatives, Inc.",1.96,$44.11M,2016.0,Finance,Business Services,https://old.nasdaq.com/symbol/iea
1677,IEAWW,"Infrastructure and Energy Alternatives, Inc.",0.0197,,2016.0,Finance,Business Services,https://old.nasdaq.com/symbol/ieaww
1678,IMKTA,"Ingles Markets, Incorporated",41.81,$847.06M,1987.0,Consumer Services,Food Chains,https://old.nasdaq.com/symbol/imkta
1679,INMD,INMODE LTD.,33.91,$1.11B,2019.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://old.nasdaq.com/symbol/inmd
1680,INMB,INmune Bio Inc.,5.41,$58.54M,2019.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/inmb
1681,IPHA,Innate Pharma S.A.,6.27,$494.58M,2019.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/ipha
1682,INWK,"InnerWorkings, Inc.",1.62,$84.84M,2006.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/inwk
1683,INOD,Innodata Inc.,1.42,$34.73M,1993.0,Technology,EDP Services,https://old.nasdaq.com/symbol/inod
1684,IOSP,Innospec Inc.,83.92,$2.06B,,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/iosp
1685,ISSC,"Innovative Solutions and Support, Inc.",5.5066,$93.53M,2000.0,Technology,EDP Services,https://old.nasdaq.com/symbol/issc
1686,INVA,"Innoviva, Inc.",13.9,$1.41B,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/inva
1687,INGN,"Inogen, Inc",41.23,$909.02M,2014.0,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/ingn
1688,INOV,"Inovalon Holdings, Inc.",19.28,$3B,2015.0,Technology,EDP Services,https://old.nasdaq.com/symbol/inov
1689,INO,"Inovio Pharmaceuticals, Inc.",11.93,$1.89B,,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/ino
1690,INPX,Inpixon ,1.82,$44.55M,2014.0,Technology,EDP Services,https://old.nasdaq.com/symbol/inpx
1691,INSG,Inseego Corp.,9.96,$958.38M,,Capital Goods,Telecommunications Equipment,https://old.nasdaq.com/symbol/insg
